$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 723    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.957e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 724    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.963e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 725    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.969e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 726    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.976e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 727    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.982e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 728    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.988e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 729    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.994e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 730    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.001e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 731    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.007e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 732    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.013e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 733    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.020e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 734    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.026e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 735    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.033e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 736    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.039e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 737    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.045e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 738    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.052e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 739    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.058e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 740    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.065e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 741    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.071e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 742    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.077e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 743    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.084e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 744    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.090e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 745    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.097e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 746    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.103e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 747    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.110e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 748    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.116e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 749    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.123e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 750    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.129e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 751    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.136e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 752    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.142e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 753    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.149e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 754    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.156e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 755    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.162e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 756    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.169e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 757    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.175e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 758    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.182e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 759    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.188e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 760    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.195e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 761    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.202e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 762    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.208e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 763    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.215e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 764    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.222e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 765    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.228e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 766    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.235e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 767    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.242e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 768    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.248e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 769    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.255e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 770    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.262e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 771    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.269e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 772    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.275e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 773    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.282e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 774    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.289e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 775    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.296e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 776    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.302e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 777    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.309e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 778    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.316e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 779    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.323e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 780    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.330e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 781    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.336e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 782    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.343e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 783    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.350e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 784    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.357e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 785    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.364e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 786    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.371e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 787    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.378e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 788    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.385e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 789    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.391e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 790    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.398e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 791    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.405e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 792    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.412e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 793    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.419e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 794    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.426e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 795    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.433e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 796    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.440e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 797    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.447e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 798    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.454e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 799    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.461e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 800    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.468e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 801    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.475e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 802    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.482e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 803    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.489e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 804    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.496e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 805    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.503e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 806    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.510e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 807    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.518e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 808    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.525e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 809    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.532e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 810    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.539e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 811    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.546e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 812    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.553e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 813    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.560e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 814    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.567e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 815    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.575e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 816    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.582e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 817    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.589e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 818    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.596e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 819    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.603e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 820    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.611e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 821    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.618e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 822    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.625e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 823    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.632e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 824    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.640e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 825    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.647e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 826    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.654e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 827    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.661e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 828    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.669e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 829    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.676e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 830    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.683e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 831    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.691e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 832    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.698e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 833    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.705e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 834    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.713e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 835    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.720e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 836    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.728e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 837    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.735e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 838    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.742e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 839    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.750e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 840    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.757e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 841    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.765e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 842    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.772e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 843    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.779e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 844    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.787e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 845    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.794e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 846    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.802e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 847    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.809e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 848    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.817e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 849    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.824e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 850    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.832e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 851    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.839e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 852    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.847e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 853    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.855e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 854    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.862e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 855    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.870e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 856    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.877e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 857    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.885e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 858    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.892e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 859    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.900e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 860    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.908e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 861    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.915e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 862    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.923e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 863    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.931e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 864    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.938e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 865    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.946e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 866    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.954e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 867    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.961e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 868    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.969e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 869    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.977e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 870    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.984e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 871    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.992e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 872    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.000e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 873    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.008e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 874    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.015e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 875    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.023e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 876    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.031e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 877    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.039e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 878    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.047e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
